"","Item_Identifier","Outlet_Identifier","Iten_Outlet_Sales"
"1456","NCK54","OUT019",2200.13693860305
"1457","FDY09","OUT018",2200.13693860305
"1458","NCW30","OUT049",3625.9468
"1459","NCC55","OUT027",2200.13693860305
"1460","FDE58","OUT018",2200.13693860305
"1461","FDR39","OUT013",3709.39373333333
"1462","FDU28","OUT049",2826.321
"1463","FDH08","OUT017",3330.6645
"1464","FDG35","OUT045",2954.1546
"1465","FDG22","OUT049",585.904
"1466","FDC34","OUT035",3505.437
"1467","FDP15","OUT018",2200.13693860305
"1468","FDK34","OUT010",2200.13693860305
"1469","FDU45","OUT035",2561.6655
"1470","FDQ04","OUT027",2200.13693860305
"1471","FDX22","OUT018",2200.13693860305
"1472","FDB45","OUT017",1541.82635
"1473","NCH43","OUT027",2200.13693860305
"1474","DRE60","OUT046",4753.812
"1475","FDD17","OUT027",2200.13693860305
"1476","NCM54","OUT017",1589.5975
"1477","NCH55","OUT013",1981.86466666667
"1478","NCT06","OUT017",2818.3314
"1479","FDA48","OUT027",2200.13693860305
"1480","FDY58","OUT027",2200.13693860305
"1481","FDO25","OUT045",3565.359
"1482","FDN50","OUT045",466.06
"1483","FDH35","OUT035",2096.77065
"1484","FDK09","OUT045",2748.4224
"1485","FDO16","OUT013",1886.43333333333
"1486","FDW11","OUT045",970.0706
"1487","FDU47","OUT027",2200.13693860305
"1488","NCQ42","OUT010",254.3356
"1489","FDK55","OUT027",2200.13693860305
"1490","FDN08","OUT049",1944.4689
"1491","FDT57","OUT045",3318.3472
"1492","FDJ12","OUT018",2200.13693860305
"1493","DRL59","OUT017",1240.3854
"1494","NCN53","OUT046",482.261133333333
"1495","FDO51","OUT010",2200.13693860305
"1496","FDK56","OUT017",3180.5266
"1497","FDY12","OUT035",657.8104
"1498","FDU15","OUT035",733.44528
"1499","FDQ19","OUT046",3150.5656
"1500","DRF15","OUT045",765.67
"1501","DRE25","OUT019",2200.13693860305
"1502","FDK57","OUT018",2200.13693860305
"1503","FDD33","OUT010",2200.13693860305
"1504","FDR34","OUT027",2200.13693860305
"1505","FDU04","OUT045",2355.6004
"1506","FDE35","OUT019",58.5904
"1507","NCD31","OUT035",3371.2783
"1508","FDJ56","OUT035",1697.79
"1509","NCU53","OUT046",1934.149
"1510","FDD39","OUT035",3732.64125
"1511","NCU17","OUT019",2200.13693860305
"1512","FDJ20","OUT046",1527.3452
"1513","NCW41","OUT018",2200.13693860305
"1514","FDL52","OUT035",771.6622
"1515","FDS39","OUT035",2350.9398
"1516","DRJ47","OUT045",1731.08
"1517","FDP13","OUT010",79.896
"1518","DRK39","OUT010",2200.13693860305
"1519","FDF28","OUT010",2200.13693860305
"1520","FDB09","OUT045",1328.04906666667
"1521","FDM51","OUT046",1772.49276
"1522","DRM49","OUT018",2200.13693860305
"1523","DRF23","OUT013",2337.49064
"1524","DRH01","OUT035",2954.1546
"1525","FDH12","OUT027",2200.13693860305
"1526","FDA28","OUT019",377.5086
"1527","FDW37","OUT018",2200.13693860305
"1528","FDF02","OUT046",1547.985
"1529","DRL37","OUT046",804.9522
"1530","NCF43","OUT046",2318.9814
"1531","FDH08","OUT010",459.402
"1532","FDR34","OUT019",2200.13693860305
"1533","NCK19","OUT049",2712.4692
"1534","NCD55","OUT018",2200.13693860305
"1535","FDT27","OUT049",3749.7856
"1536","FDQ57","OUT045",2563.33
"1537","FDA47","OUT035",2365.2545
"1538","DRG15","OUT027",2200.13693860305
"1539","FDE05","OUT018",2200.13693860305
"1540","FDN46","OUT046",2112.18392
"1541","FDX27","OUT027",2200.13693860305
"1542","FDT51","OUT045",1677.816
"1543","FDU33","OUT013",1125.5349
"1544","FDJ16","OUT027",2200.13693860305
"1545","FDD20","OUT019",2200.13693860305
"1546","FDT36","OUT049",670.4606
"1547","DRF15","OUT027",2200.13693860305
"1548","FDN52","OUT010",2200.13693860305
"1549","FDC22","OUT027",2200.13693860305
"1550","FDX15","OUT045",2727.7826
"1551","FDT13","OUT013",3768.428
"1552","FDU04","OUT017",2355.6004
"1553","FDU31","OUT019",2200.13693860305
"1554","FDW59","OUT027",2200.13693860305
"1555","NCO29","OUT046",2170.77432
"1556","FDL15","OUT035",1829.6184
"1557","FDI41","OUT049",2736.83748
"1558","FDQ48","OUT049",1419.1527
"1559","DRI39","OUT013",1018.674
"1560","FDI08","OUT013",3984.1472
"1561","FDC21","OUT049",1736.4064
"1562","FDF58","OUT035",1644.526
"1563","FDS08","OUT010",2200.13693860305
"1564","FDE47","OUT045",1960.94745
"1565","NCP18","OUT019",2200.13693860305
"1566","NCR41","OUT013",1499.54805
"1567","FDA27","OUT013",2428.8384
"1568","FDA43","OUT035",2145.8734
"1569","FDA49","OUT045",1250.15046666667
"1570","NCE55","OUT018",2200.13693860305
"1571","DRM49","OUT027",2200.13693860305
"1572","FDF22","OUT027",2200.13693860305
"1573","FDQ15","OUT018",2200.13693860305
"1574","NCS54","OUT017",3793.3955
"1575","NCY05","OUT013",573.42025
"1576","FDR45","OUT046",6612.94753333333
"1577","FDK57","OUT049",2200.13693860305
"1578","FDF41","OUT010",2200.13693860305
"1579","FDV21","OUT046",3880.2824
"1580","FDD51","OUT046",430.1068
"1581","FDF33","OUT046",2534.7006
"1582","FDA38","OUT046",3364.9532
"1583","FDR56","OUT045",3054.6904
"1584","NCN41","OUT017",1847.595
"1585","FDC60","OUT027",2200.13693860305
"1586","FDB47","OUT045",2299.6732
"1587","DRH01","OUT013",2954.1546
"1588","FDW08","OUT046",1331.6
"1589","FDF38","OUT027",2200.13693860305
"1590","FDY32","OUT017",3914.904
"1591","FDG34","OUT049",1329.43615
"1592","FDG47","OUT019",262.3252
"1593","NCF18","OUT035",3068.0064
"1594","FDL39","OUT019",2200.13693860305
"1595","NCH55","OUT035",1981.86466666667
"1596","DRJ35","OUT049",706.857666666667
"1597","FDS44","OUT035",4486.60426666667
"1598","DRE01","OUT018",2200.13693860305
"1599","FDY39","OUT013",4594.02
"1600","FDY32","OUT018",2200.13693860305
"1601","FDR33","OUT027",2200.13693860305
"1602","NCP50","OUT049",1148.00565
"1603","FDZ47","OUT018",2200.13693860305
"1604","FDU57","OUT049",2407.5328
"1605","FDY44","OUT013",3011.63533333333
"1606","DRH59","OUT018",2200.13693860305
"1607","FDB03","OUT027",2200.13693860305
"1608","FDY46","OUT045",3274.0715
"1609","FDM39","OUT045",4029.7545
"1610","FDY36","OUT035",1299.9745
"1611","NCM55","OUT035",3331.6632
"1612","FDJ50","OUT010",2200.13693860305
"1613","DRL60","OUT013",2134.5548
"1614","NCJ54","OUT049",4705.37505
"1615","FDX59","OUT017",554.6114
"1616","FDI07","OUT013",3598.91532
"1617","DRF51","OUT010",2200.13693860305
"1618","FDM14","OUT017",1844.9318
"1619","FDP21","OUT045",4727.18
"1620","FDE40","OUT035",1021.6701
"1621","FDE05","OUT035",2041.3428
"1622","FDM13","OUT027",2200.13693860305
"1623","FDC34","OUT027",2200.13693860305
"1624","NCI55","OUT018",2200.13693860305
"1625","NCE43","OUT018",2200.13693860305
"1626","FDW58","OUT018",2200.13693860305
"1627","FDG60","OUT045",4042.7376
"1628","FDV31","OUT017",2205.4625
"1629","FDR47","OUT013",2926.191
"1630","FDM60","OUT019",2200.13693860305
"1631","NCF06","OUT018",2200.13693860305
"1632","NCN26","OUT027",2200.13693860305
"1633","FDQ59","OUT049",1027.6623
"1634","FDF09","OUT046",466.06
"1635","NCS06","OUT017",2958.64875
"1636","FDT44","OUT046",1590.9291
"1637","FDI19","OUT017",4301.7338
"1638","FDT22","OUT017",699.09
"1639","NCF54","OUT027",2200.13693860305
"1640","DRG25","OUT045",4567.388
"1641","FDB59","OUT017",2116.35626666667
"1642","FDQ37","OUT017",5166.608
"1643","FDP56","OUT035",886.8456
"1644","FDW44","OUT035",2283.96032
"1645","FDJ26","OUT010",2200.13693860305
"1646","FDU43","OUT018",2200.13693860305
"1647","FDW33","OUT045",1624.552
"1648","NCX53","OUT027",2200.13693860305
"1649","FDN56","OUT010",288.9572
"1650","DRF15","OUT049",765.67
"1651","FDO33","OUT017",2200.13693860305
"1652","FDZ39","OUT010",2200.13693860305
"1653","NCJ19","OUT017",1288.323
"1654","FDU01","OUT035",3701.848
"1655","FDT12","OUT035",4401.2709
"1656","NCM18","OUT018",2200.13693860305
"1657","FDP19","OUT017",2428.30576
"1658","NCR42","OUT049",149.805
"1659","FDN10","OUT046",1185.124
"1660","FDG44","OUT017",970.7364
"1661","FDQ10","OUT046",3491.95455
"1662","DRH13","OUT049",958.752
"1663","FDT52","OUT013",3368.948
"1664","FDM56","OUT045",1146.5076
"1665","NCO43","OUT010",2200.13693860305
"1666","NCV29","OUT035",2725.7852
"1667","NCF06","OUT013",3237.4525
"1668","FDO50","OUT035",1470.0864
"1669","FDT59","OUT013",4204.1941
"1670","FDX40","OUT027",2200.13693860305
"1671","FDE50","OUT017",4224.501
"1672","FDX51","OUT017",2936.178
"1673","NCD30","OUT018",2200.13693860305
"1674","FDK15","OUT013",1488.063
"1675","FDL12","OUT045",1238.388
"1676","FDK46","OUT017",4673.916
"1677","DRH49","OUT010",165.1184
"1678","FDQ57","OUT046",2563.33
"1679","FDY59","OUT017",1240.11908
"1680","FDO09","OUT018",2200.13693860305
"1681","NCG30","OUT035",1992.0736
"1682","FDM09","OUT017",1952.4585
"1683","NCN17","OUT027",2200.13693860305
"1684","NCS42","OUT013",1915.5066
"1685","FDD02","OUT019",592.562
"1686","FDE34","OUT013",3680.70885
"1687","FDU38","OUT045",3595.32
"1688","FDB33","OUT046",3500.7764
"1689","NCJ29","OUT017",1022.6688
"1690","FDZ27","OUT035",586.73625
"1691","FDI40","OUT013",1834.77835
"1692","FDG22","OUT013",585.904
"1693","FDT51","OUT017",1677.816
"1694","FDF20","OUT018",2200.13693860305
"1695","FDV50","OUT035",1724.422
"1696","FDT02","OUT049",482.261133333333
"1697","DRC49","OUT017",2229.0984
"1698","FDF26","OUT049",2050.664
"1699","FDV52","OUT035",1856.08395
"1700","FDX59","OUT049",554.6114
"1701","FDV25","OUT035",5968.2312
"1702","FDW23","OUT027",2200.13693860305
"1703","FDE53","OUT018",2200.13693860305
"1704","FDA19","OUT017",2227.32293333333
"1705","FDH22","OUT046",2034.6848
"1706","NCO41","OUT013",2093.941
"1707","FDX12","OUT017",4579.3724
"1708","FDF17","OUT013",3208.04633333333
"1709","FDS11","OUT045",3914.904
"1710","FDR51","OUT035",2558.0036
"1711","FDT49","OUT010",2200.13693860305
"1712","FDC56","OUT013",2157.192
"1713","FDR13","OUT027",2200.13693860305
"1714","FDQ60","OUT035",2200.13693860305
"1715","FDN38","OUT049",4380.964
"1716","NCL29","OUT013",2662.13472
"1717","FDO13","OUT027",2200.13693860305
"1718","FDE26","OUT018",2200.13693860305
"1719","FDA31","OUT010",2200.13693860305
"1720","FDX14","OUT035",1153.60946666667
"1721","FDA34","OUT045",3808.376
"1722","FDF26","OUT013",2050.664
"1723","FDE38","OUT045",2818.3314
"1724","DRI11","OUT046",1919.72333333333
"1725","FDQ60","OUT027",2200.13693860305
"1726","FDL21","OUT027",2200.13693860305
"1727","DRC12","OUT027",2200.13693860305
"1728","FDC47","OUT046",5709.235
"1729","FDE57","OUT045",2599.949
"1730","FDT14","OUT045",2636.568
"1731","NCZ53","OUT046",3580.0066
"1732","FDE28","OUT018",2200.13693860305
"1733","FDR19","OUT035",2537.09748
"1734","NCF54","OUT019",344.8844
"1735","FDZ08","OUT046",1106.29328
"1736","NCJ05","OUT018",2200.13693860305
"1737","FDF59","OUT046",1222.85266666667
"1738","NCO05","OUT035",1872.2296
"1739","FDW24","OUT018",2200.13693860305
"1740","NCX42","OUT018",2200.13693860305
"1741","NCA53","OUT035",850.5595
"1742","FDI45","OUT019",2200.13693860305
"1743","FDG46","OUT046",2314.9866
"1744","FDM20","OUT010",2200.13693860305
"1745","FDW11","OUT010",2200.13693860305
"1746","FDX08","OUT035",2285.46946666667
"1747","NCK17","OUT035",629.181
"1748","FDK32","OUT018",2200.13693860305
"1749","NCA42","OUT035",3063.56773333333
"1750","DRI01","OUT035",2629.74355
"1751","NCL55","OUT049",4048.064
"1752","DRE25","OUT018",2200.13693860305
"1753","FDD14","OUT017",3135.2522
"1754","FDB10","OUT046",3072.667
"1755","DRN11","OUT035",2286.0243
"1756","FDP38","OUT018",2200.13693860305
"1757","NCA30","OUT017",2789.0362
"1758","FDT15","OUT017",2471.7825
"1759","NCP55","OUT018",2200.13693860305
"1760","FDF12","OUT035",2254.0659
"1761","FDM21","OUT018",2200.13693860305
"1762","FDX56","OUT035",4624.42486666667
"1763","FDF10","OUT017",2256.17426666667
"1764","FDT32","OUT045",3297.3745
"1765","FDM51","OUT018",2200.13693860305
"1766","NCR50","OUT018",2200.13693860305
"1767","FDI19","OUT049",4301.7338
"1768","FDX21","OUT017",1665.1658
"1769","FDR31","OUT035",3062.0142
"1770","FDY02","OUT013",3331.21933333333
"1771","NCA29","OUT045",3251.1014
"1772","NCX17","OUT046",2213.785
"1773","FDM12","OUT045",1695.7926
"1774","FDI53","OUT027",2200.13693860305
"1775","NCU30","OUT049",2487.59525
"1776","FDC56","OUT027",2200.13693860305
"1777","FDK27","OUT018",2200.13693860305
"1778","NCK18","OUT017",3054.6904
"1779","FDB52","OUT019",2200.13693860305
"1780","DRG25","OUT027",2200.13693860305
"1781","FDZ13","OUT049",865.54
"1782","FDB57","OUT019",2200.13693860305
"1783","FDR40","OUT046",1329.2697
"1784","NCO14","OUT019",44.6086
"1785","NCN19","OUT045",3083.48625
"1786","FDQ28","OUT019",2200.13693860305
"1787","FDO13","OUT018",2200.13693860305
"1788","FDK48","OUT013",1429.4726
"1789","FDU07","OUT018",2200.13693860305
"1790","FDW20","OUT046",2525.0465
"1791","FDV12","OUT010",2200.13693860305
"1792","FDH24","OUT013",2671.1896
"1793","FDV59","OUT049",4354.332
"1794","FDK57","OUT045",2200.13693860305
"1795","FDL16","OUT027",2200.13693860305
"1796","NCQ17","OUT046",2659.871
"1797","FDJ15","OUT018",2200.13693860305
"1798","FDX24","OUT049",1604.13413333333
"1799","FDT47","OUT046",1749.7224
"1800","FDT10","OUT049",666.63225
"1801","FDZ37","OUT018",2200.13693860305
"1802","FDW43","OUT027",2200.13693860305
"1803","DRN36","OUT017",1342.2528
"1804","FDJ14","OUT045",1091.912
"1805","FDA32","OUT013",3289.7178
"1806","FDJ38","OUT019",2200.13693860305
"1807","FDQ57","OUT017",2563.33
"1808","NCQ41","OUT019",390.1588
"1809","FDG56","OUT049",1439.4596
"1810","DRC13","OUT027",2200.13693860305
"1811","FDV55","OUT035",2177.166
"1812","FDQ49","OUT045",1356.01266666667
"1813","FDE29","OUT010",2200.13693860305
"1814","FDR03","OUT013",4231.159
"1815","FDD45","OUT049",1796.3284
"1816","FDN38","OUT010",1001.3632
"1817","FDT56","OUT046",434.4345
"1818","FDT48","OUT045",3224.1365
"1819","FDU03","OUT049",2918.8672
"1820","FDC56","OUT010",2200.13693860305
"1821","NCO43","OUT027",2200.13693860305
"1822","FDQ27","OUT017",2270.378
"1823","FDR03","OUT046",4231.159
"1824","DRH23","OUT010",110.5228
"1825","FDG22","OUT045",585.904
"1826","NCJ42","OUT013",2153.1972
"1827","FDR24","OUT046",1303.3035
"1828","FDW60","OUT035",3087.6475
"1829","FDJ08","OUT013",3439.5228
"1830","DRL59","OUT018",2200.13693860305
"1831","FDG60","OUT010",2200.13693860305
"1832","FDW27","OUT017",2275.26053333333
"1833","FDX14","OUT018",2200.13693860305
"1834","FDC20","OUT013",587.2356
"1835","NCS29","OUT018",2200.13693860305
"1836","FDJ56","OUT046",1697.79
"1837","FDB20","OUT019",2200.13693860305
"1838","FDL28","OUT027",2200.13693860305
"1839","FDW01","OUT018",2200.13693860305
"1840","FDL03","OUT046",2291.46166666667
"1841","FDX22","OUT049",4137.72506666667
"1842","FDJ21","OUT035",3645.255
"1843","FDR31","OUT045",3062.0142
"1844","FDG21","OUT035",4044.735
"1845","FDS22","OUT027",2200.13693860305
"1846","FDK08","OUT035",1281.88693333333
"1847","FDE17","OUT018",2200.13693860305
"1848","NCN30","OUT017",836.688666666667
"1849","FDT50","OUT046",1150.5024
"1850","NCX42","OUT049",2565.46056
"1851","FDJ12","OUT035",3583.3356
"1852","NCA18","OUT027",2200.13693860305
"1853","FDP23","OUT019",2200.13693860305
"1854","FDX12","OUT013",4579.3724
"1855","FDN40","OUT018",2200.13693860305
"1856","FDV48","OUT035",1021.3372
"1857","NCY54","OUT013",2759.0752
"1858","FDL16","OUT010",139.818
"1859","FDR45","OUT018",2200.13693860305
"1860","FDJ52","OUT046",2085.9514
"1861","DRG01","OUT017",1071.938
"1862","FDP52","OUT013",4594.02
"1863","FDU58","OUT017",2806.347
"1864","FDL02","OUT045",2187.8188
"1865","FDG28","OUT013",2572.6512
"1866","FDA19","OUT035",2227.32293333333
"1867","FDW46","OUT027",2200.13693860305
"1868","NCD43","OUT049",788.973
"1869","DRG39","OUT013",841.5712
"1870","NCF55","OUT049",811.6102
"1871","FDJ07","OUT046",1747.725
"1872","FDE08","OUT046",3563.3616
"1873","FDP56","OUT019",2200.13693860305
"1874","FDT45","OUT045",1073.71346666667
"1875","FDF17","OUT018",2200.13693860305
"1876","FDX44","OUT046",1293.6494
"1877","FDM28","OUT027",2200.13693860305
"1878","FDI36","OUT049",593.2278
"1879","FDS07","OUT045",1442.1228
"1880","FDD36","OUT045",1896.1984
"1881","FDW11","OUT046",970.0706
"1882","FDN40","OUT049",2499.24675
"1883","NCQ18","OUT049",1964.11
"1884","NCQ54","OUT017",4126.9613
"1885","NCS42","OUT045",1915.5066
"1886","DRH39","OUT010",153.134
"1887","FDC09","OUT027",2200.13693860305
"1888","FDT08","OUT010",2200.13693860305
"1889","FDC08","OUT035",3112.615
"1890","FDT20","OUT017",725.98832
"1891","FDS35","OUT035",1210.92375
"1892","FDX58","OUT018",2200.13693860305
"1893","FDW58","OUT046",1693.7952
"1894","DRD27","OUT046",1537.6651
"1895","FDH32","OUT019",2200.13693860305
"1896","FDS26","OUT035",4273.7702
"1897","FDQ31","OUT046",1259.6936
"1898","FDP11","OUT018",2200.13693860305
"1899","FDD58","OUT017",1373.2125
"1900","FDM33","OUT045",4995.27546666667
"1901","FDZ16","OUT049",4972.8602
"1902","NCS29","OUT010",264.9884
"1903","NCM18","OUT019",2200.13693860305
"1904","FDP11","OUT049",2960.94576
"1905","NCC42","OUT017",1966.7732
"1906","DRM23","OUT046",2759.0752
"1907","NCN55","OUT027",2200.13693860305
"1908","FDK46","OUT013",4673.916
"1909","FDR01","OUT046",3085.6501
"1910","NCA05","OUT045",1603.51272
"1911","NCP43","OUT017",2696.49
"1912","FDR12","OUT010",687.1056
"1913","FDQ01","OUT013",3761.27065
"1914","FDM13","OUT046",1267.90513333333
"1915","FDQ19","OUT017",3150.5656
"1916","FDK56","OUT019",561.2694
"1917","NCX06","OUT010",543.2928
"1918","FDO56","OUT027",2200.13693860305
"1919","FDU45","OUT045",2561.6655
"1920","FDI16","OUT019",159.792
"1921","FDL32","OUT046",1342.2528
"1922","FDA07","OUT046",1990.742
"1923","FDA14","OUT045",1684.474
"1924","FDV46","OUT027",2200.13693860305
"1925","NCO07","OUT035",2876.256
"1926","NCP41","OUT046",970.7364
"1927","FDY60","OUT018",2200.13693860305
"1928","FDN38","OUT017",4380.964
"1929","FDO15","OUT046",1034.6532
"1930","FDT60","OUT013",2270.378
"1931","FDA55","OUT035",5369.0112
"1932","FDE02","OUT010",469.389
"1933","DRJ39","OUT049",4380.964
"1934","FDV34","OUT035",1182.4608
"1935","FDS20","OUT027",2200.13693860305
"1936","FDF02","OUT027",2200.13693860305
"1937","FDW40","OUT017",4060.7142
"1938","NCB43","OUT046",3180.5266
"1939","FDR58","OUT017",1684.34084
"1940","DRJ59","OUT035",424.7804
"1941","NCD30","OUT017",1565.9616
"1942","FDE14","OUT017",2272.0425
"1943","FDC28","OUT018",2200.13693860305
"1944","FDU16","OUT018",2200.13693860305
"1945","NCD19","OUT035",729.45048
"1946","FDU21","OUT046",488.96352
"1947","FDV59","OUT027",2200.13693860305
"1948","FDU03","OUT045",2918.8672
"1949","FDC33","OUT010",2200.13693860305
"1950","NCR42","OUT035",149.805
"1951","DRH59","OUT035",915.475
"1952","NCM31","OUT035",2316.3182
"1953","FDS50","OUT035",3270.24315
"1954","FDP39","OUT046",830.9184
"1955","FDQ55","OUT013",2418.8514
"1956","FDV36","OUT019",126.502
"1957","FDI05","OUT027",2200.13693860305
"1958","FDS45","OUT027",2200.13693860305
"1959","FDA39","OUT045",824.9262
"1960","FDC37","OUT010",214.3876
"1961","FDJ60","OUT027",2200.13693860305
"1962","DRQ35","OUT046",2328.16944
"1963","NCJ06","OUT046",1787.673
"1964","NCY42","OUT018",2200.13693860305
"1965","DRM37","OUT049",5255.38133333333
"1966","FDR14","OUT045",521.3214
"1967","FDE51","OUT049",524.15105
"1968","FDT33","OUT017",2673.8528
"1969","FDR08","OUT013",1601.11584
"1970","FDE36","OUT010",2200.13693860305
"1971","FDL22","OUT019",2200.13693860305
"1972","FDR44","OUT013",2087.9488
"1973","FDI56","OUT019",91.2146
"1974","FDE47","OUT010",2200.13693860305
"1975","FDV27","OUT010",177.1028
"1976","FDV10","OUT049",852.224
"1977","FDC40","OUT045",1187.95365
"1978","NCX41","OUT013",3034.7164
"1979","NCQ38","OUT027",2200.13693860305
"1980","FDV12","OUT027",2200.13693860305
"1981","FDE52","OUT017",2200.13693860305
"1982","FDG20","OUT027",2200.13693860305
"1983","FDV16","OUT027",2200.13693860305
"1984","FDI32","OUT017",2188.4846
"1985","FDJ32","OUT049",428.7752
"1986","FDN39","OUT018",2200.13693860305
"1987","FDY34","OUT017",2403.8709
"1988","FDC14","OUT035",608.2083
"1989","FDA55","OUT017",5369.0112
"1990","FDZ50","OUT010",2200.13693860305
"1991","DRG13","OUT049",3837.22733333333
"1992","FDP01","OUT013",1600.9161
"1993","NCG54","OUT017",4021.0991
"1994","FDM13","OUT045",1267.90513333333
"1995","NCO18","OUT027",2200.13693860305
"1996","NCW41","OUT013",2733.4419
"1997","FDM52","OUT027",2200.13693860305
"1998","NCF55","OUT035",811.6102
"1999","FDT09","OUT046",2175.1686
"2000","NCM19","OUT035",2025.3636
"2001","FDW12","OUT018",2200.13693860305
"2002","FDP15","OUT019",1281.665
"2003","FDK36","OUT045",862.71035
"2004","FDZ25","OUT035",3225.801
"2005","NCW06","OUT049",2822.10426666667
"2006","FDW60","OUT046",3087.6475
"2007","DRC49","OUT013",2229.0984
"2008","NCT17","OUT035",3061.84775
"2009","NCN06","OUT018",2200.13693860305
"2010","FDC45","OUT013",1768.14286666667
"2011","DRJ47","OUT019",2200.13693860305
"2012","NCF06","OUT045",3237.4525
"2013","FDE21","OUT010",2200.13693860305
"2014","DRG27","OUT013",663.358733333333
"2015","FDW40","OUT049",4060.7142
"2016","NCO53","OUT046",2572.6512
"2017","FDE23","OUT049",932.12
"2018","FDQ16","OUT046",2293.0152
"2019","FDS26","OUT045",4273.7702
"2020","FDZ13","OUT010",2200.13693860305
"2021","FDS14","OUT049",1846.2634
"2022","FDC10","OUT045",1245.26793333333
"2023","FDY16","OUT049",3073.77666666667
"2024","FDJ20","OUT035",1527.3452
"2025","FDV43","OUT035",602.2161
"2026","FDZ32","OUT027",2200.13693860305
"2027","FDR23","OUT046",2867.10125
"2028","FDN24","OUT035",1128.30906666667
"2029","FDE34","OUT027",2200.13693860305
"2030","FDU31","OUT013",2984.4485
"2031","FDW33","OUT018",2200.13693860305
"2032","FDU26","OUT046",1152.05593333333
"2033","FDE20","OUT027",2200.13693860305
"2034","NCW05","OUT035",3215.814
"2035","FDB22","OUT018",2200.13693860305
"2036","FDO56","OUT046",1171.808
"2037","FDA19","OUT027",2200.13693860305
"2038","DRI39","OUT045",1018.674
"2039","FDH52","OUT018",2200.13693860305
"2040","FDZ50","OUT035",4961.5416
"2041","NCN42","OUT035",3188.07233333333
"2042","FDB53","OUT013",3094.6384
"2043","DRG11","OUT017",1869.5664
"2044","DRK11","OUT027",2200.13693860305
"2045","FDQ60","OUT017",2200.13693860305
"2046","FDT36","OUT017",670.4606
"2047","DRG25","OUT018",2200.13693860305
"2048","DRJ23","OUT046",3592.6568
"2049","FDG05","OUT035",2086.17333333333
"2050","NCK06","OUT018",2200.13693860305
"2051","FDU52","OUT017",2503.408
"2052","FDW07","OUT018",2200.13693860305
"2053","NCM17","OUT045",802.9548
"2054","FDA22","OUT045",3676.5476
"2055","NCA41","OUT018",2200.13693860305
"2056","FDF38","OUT035",385.8311
"2057","FDH52","OUT046",866.8716
"2058","FDY58","OUT019",2200.13693860305
"2059","FDZ16","OUT045",4972.8602
"2060","NCM18","OUT017",1733.7432
"2061","FDA22","OUT018",2200.13693860305
"2062","NCJ43","OUT035",1918.8356
"2063","FDI34","OUT027",2200.13693860305
"2064","FDG56","OUT046",1439.4596
"2065","FDS34","OUT046",1280.83275
"2066","DRC01","OUT035",923.7975
"2067","FDQ04","OUT035",701.7532
"2068","FDK04","OUT035",782.536933333333
"2069","FDT51","OUT049",1677.816
"2070","FDV26","OUT017",3277.33392
"2071","FDS04","OUT049",2219.64404
"2072","FDW43","OUT018",2200.13693860305
"2073","FDQ28","OUT010",2200.13693860305
"2074","NCK06","OUT017",1777.24213333333
"2075","FDS23","OUT018",2200.13693860305
"2076","FDZ36","OUT019",2200.13693860305
"2077","FDE56","OUT018",2200.13693860305
"2078","FDW10","OUT027",2200.13693860305
"2079","NCN14","OUT045",2695.1584
"2080","NCQ18","OUT045",1964.11
"2081","FDW08","OUT017",1331.6
"2082","FDU43","OUT035",3575.346
"2083","FDR33","OUT010",659.142
"2084","FDM24","OUT010",2200.13693860305
"2085","NCZ05","OUT046",980.3905
"2086","NCV41","OUT035",1834.67848
"2087","FDV11","OUT018",2200.13693860305
"2088","NCY05","OUT035",573.42025
"2089","FDV44","OUT018",2200.13693860305
"2090","FDW32","OUT049",1095.07455
"2091","NCU18","OUT027",2200.13693860305
"2092","NCC43","OUT035",3074.83085
"2093","FDW19","OUT013",1565.46225
"2094","FDN31","OUT035",2324.47425
"2095","FDI48","OUT045",704.91575
"2096","FDS24","OUT017",1027.19624
"2097","FDF46","OUT049",1190.22846666667
"2098","DRG23","OUT017",1402.70744
"2099","FDG14","OUT018",2200.13693860305
"2100","NCY30","OUT049",2942.836
"2101","FDO28","OUT018",2200.13693860305
"2102","DRD24","OUT035",2304.50025
"2103","FDI33","OUT049",2120.73945
"2104","FDN32","OUT046",3258.20326666667
"2105","FDR16","OUT045",6304.7931
"2106","FDF26","OUT046",2050.664
"2107","NCN29","OUT018",2200.13693860305
"2108","FDE20","OUT045",3395.58
"2109","FDA46","OUT046",3382.79664
"2110","FDU28","OUT045",2826.321
"2111","FDQ48","OUT045",1419.1527
"2112","FDV36","OUT013",3099.299
"2113","FDR14","OUT018",2200.13693860305
"2114","FDP23","OUT017",2975.4602
"2115","FDP56","OUT013",886.8456
"2116","FDK48","OUT010",2200.13693860305
"2117","FDR48","OUT046",1639.46592
"2118","NCY29","OUT049",792.302
"2119","FDM22","OUT018",2200.13693860305
"2120","DRJ01","OUT013",1557.52813333333
"2121","FDZ43","OUT045",4523.88906666667
"2122","FDV03","OUT035",3102.628
"2123","FDX11","OUT027",2200.13693860305
"2124","NCA41","OUT027",2200.13693860305
"2125","FDE38","OUT017",2818.3314
"2126","FDI27","OUT018",2200.13693860305
"2127","FDN32","OUT013",3258.20326666667
"2128","NCN43","OUT017",2381.34466666667
"2129","FDB47","OUT027",2200.13693860305
"2130","FDV03","OUT017",3102.628
"2131","NCN30","OUT045",836.688666666667
"2132","NCV54","OUT010",474.0496
"2133","FDV07","OUT013",1289.43266666667
