"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"1525","FDH12","OUT027",2904.21346110779
"1526","FDA28","OUT019",2695.93406658859
"1527","FDW37","OUT018",1437.92102986615
"1528","FDF02","OUT046",1454.40700344368
"1529","DRL37","OUT046",1107.5150360035
"1530","NCF43","OUT046",2743.52069827635
"1531","FDH08","OUT010",730.336992223257
"1532","FDR34","OUT019",1741.76908361166
"1533","NCK19","OUT049",2962.80877050715
"1534","NCD55","OUT018",1466.66168217636
"1535","FDT27","OUT049",2959.92276206614
"1536","FDQ57","OUT045",1320.49863896733
"1537","FDA47","OUT035",2580.92393576873
"1538","DRG15","OUT027",1312.19032635162
"1539","FDE05","OUT018",2361.4936776021
"1540","FDN46","OUT046",3592.01901494365
"1541","FDX27","OUT027",572.942238446172
"1542","FDT51","OUT045",3363.22437569869
"1543","FDU33","OUT013",2316.93413994884
"1544","FDJ16","OUT027",903.605341784565
"1545","FDD20","OUT019",2415.56125644598
"1546","FDT36","OUT049",873.360499688069
"1547","DRF15","OUT027",1526.02010695471
"1548","FDN52","OUT010",1081.02298775496
"1549","FDC22","OUT027",368.170186159615
"1550","FDX15","OUT045",1407.94806407141
"1551","FDT13","OUT013",2684.24823126716
"1552","FDU04","OUT017",2538.03144768261
"1553","FDU31","OUT019",2749.07728212403
"1554","FDW59","OUT027",945.396106021398
"1555","NCO29","OUT046",4194.58082909918
"1556","FDL15","OUT035",399.415724842557
"1557","FDI41","OUT049",3054.58086613741
"1558","FDQ48","OUT049",1802.82816995386
"1559","DRI39","OUT013",2230.26389165446
"1560","FDI08","OUT013",2868.07135525127
"1561","FDC21","OUT049",468.970863800921
"1562","FDF58","OUT035",854.693116542912
"1563","FDS08","OUT010",3575.31961952997
"1564","FDE47","OUT045",1147.81172606763
"1565","NCP18","OUT019",3194.79225987826
"1566","NCR41","OUT013",5912.13676531656
"1567","FDA27","OUT013",2876.76353610753
"1568","FDA43","OUT035",3520.76036234842
"1569","FDA49","OUT045",1935.78266525736
"1570","NCE55","OUT018",1878.30873937442
"1571","DRM49","OUT027",4034.0234746149
"1572","FDF22","OUT027",1626.20072826104
"1573","FDQ15","OUT018",3479.31831052326
"1574","NCS54","OUT017",4078.57686890439
"1575","NCY05","OUT013",1088.42215946613
"1576","FDR45","OUT046",492.655886701693
"1577","FDK57","OUT049",865.870289812061
"1578","FDF41","OUT010",3575.28669518538
"1579","FDV21","OUT046",585.639869524337
"1580","FDD51","OUT046",2274.02642343951
"1581","FDF33","OUT046",751.957929560537
"1582","FDA38","OUT046",3348.01447474799
"1583","FDR56","OUT045",1702.07643169256
"1584","NCN41","OUT017",4162.71281379399
"1585","FDC60","OUT027",2434.91171308581
"1586","FDB47","OUT045",1392.37471306103
"1587","DRH01","OUT013",3084.67005397375
"1588","FDW08","OUT046",3280.0811040453
"1589","FDF38","OUT027",-41.5327331279387
"1590","FDY32","OUT017",3684.76917689475
"1591","FDG34","OUT049",975.462939438519
"1592","FDG47","OUT019",2464.26344582273
"1593","NCF18","OUT035",2587.89779542585
"1594","FDL39","OUT019",3607.65211929415
"1595","NCH55","OUT035",3855.49948090898
"1596","DRJ35","OUT049",1091.63075424612
"1597","FDS44","OUT035",1376.68123383261
"1598","DRE01","OUT018",2431.38063459109
"1599","FDY39","OUT013",824.203541735186
"1600","FDY32","OUT018",3278.31797031325
"1601","FDR33","OUT027",888.227333256926
"1602","NCP50","OUT049",4623.95590080209
"1603","FDZ47","OUT018",1758.84016862654
"1604","FDU57","OUT049",1745.92792598646
"1605","FDY44","OUT013",895.590056816772
"1606","DRH59","OUT018",276.048702141052
"1607","FDB03","OUT027",2977.54042359616
"1608","FDY46","OUT045",996.425134028233
"1609","FDM39","OUT045",3792.34093596862
"1610","FDY36","OUT035",2476.42550603118
"1611","NCM55","OUT035",3075.28763036614
"1612","FDJ50","OUT010",4486.10129022019
"1613","DRL60","OUT013",1956.87248386557
"1614","NCJ54","OUT049",3691.95388094099
"1615","FDX59","OUT017",1293.33921098039
"1616","FDI07","OUT013",3214.16536480568
"1617","DRF51","OUT010",1054.40204145905
"1618","FDM14","OUT017",202.998698392223
"1619","FDP21","OUT045",954.684147267978
"1620","FDE40","OUT035",1227.68369901579
"1621","FDE05","OUT035",841.381458680775
"1622","FDM13","OUT027",3110.81961533349
"1623","FDC34","OUT027",2242.77184990752
"1624","NCI55","OUT018",1157.96620041408
"1625","NCE43","OUT018",3799.59223734982
"1626","FDW58","OUT018",1897.86499471595
"1627","FDG60","OUT045",1093.78759170254
"1628","FDV31","OUT017",6057.9833377276
"1629","FDR47","OUT013",913.593181095209
"1630","FDM60","OUT019",1113.05371066533
"1631","NCF06","OUT018",1201.62754377289
"1632","NCN26","OUT027",1156.638634884
"1633","FDQ59","OUT049",1585.21631121269
"1634","FDF09","OUT046",3136.73045824425
"1635","NCS06","OUT017",2834.51507728258
"1636","FDT44","OUT046",2194.56846461569
"1637","FDI19","OUT017",1811.56080091224
"1638","FDT22","OUT017",3071.8766343618
"1639","NCF54","OUT027",1066.01827534176
"1640","DRG25","OUT045",2890.1052272887
"1641","FDB59","OUT017",1632.47717956138
"1642","FDQ37","OUT017",3205.42515951689
"1643","FDP56","OUT035",-2.67496240508359
"1644","FDW44","OUT035",2729.9905414255
"1645","FDJ26","OUT010",487.823466646204
"1646","FDU43","OUT018",3039.4592535229
"1647","FDW33","OUT045",1546.95359477334
"1648","NCX53","OUT027",2688.04242753237
"1649","FDN56","OUT010",2497.79277333621
"1650","DRF15","OUT049",3097.06045079906
"1651","FDO33","OUT017",3638.13250805018
"1652","FDZ39","OUT010",140.914287560652
"1653","NCJ19","OUT017",933.056993559888
"1654","FDU01","OUT035",1092.09440676329
"1655","FDT12","OUT035",3797.84792682841
"1656","NCM18","OUT018",1511.86951394138
"1657","FDP19","OUT017",2185.37567020471
"1658","NCR42","OUT049",658.07275404103
"1659","FDN10","OUT046",3725.20923897938
"1660","FDG44","OUT017",1258.22273842332
"1661","FDQ10","OUT046",3003.25442203423
"1662","DRH13","OUT049",2386.9397330913
"1663","FDT52","OUT013",1744.71132941361
"1664","FDM56","OUT045",1824.78702870668
"1665","NCO43","OUT010",1448.86990472497
"1666","NCV29","OUT035",3817.22052405167
"1667","NCF06","OUT013",771.959677588791
"1668","FDO50","OUT035",3976.27509337664
"1669","FDT59","OUT013",1202.59717306339
"1670","FDX40","OUT027",3731.74542161208
"1671","FDE50","OUT017",1009.58021947529
"1672","FDX51","OUT017",644.3346436432
"1673","NCD30","OUT018",1278.87625847511
"1674","FDK15","OUT013",3627.1035150553
"1675","FDL12","OUT045",1952.93414337244
"1676","FDK46","OUT017",1558.83632088059
"1677","DRH49","OUT010",954.684147267978
"1678","FDQ57","OUT046",1446.07618405853
"1679","FDY59","OUT017",2841.064731779
"1680","FDO09","OUT018",3387.87363906762
"1681","NCG30","OUT035",924.69898225426
"1682","FDM09","OUT017",783.200545963473
"1683","NCN17","OUT027",4519.1113645849
"1684","NCS42","OUT013",2631.61976194443
"1685","FDD02","OUT019",1313.46505522381
"1686","FDE34","OUT013",3723.02983274545
"1687","FDU38","OUT045",918.716958190277
"1688","FDB33","OUT046",943.572114874265
"1689","NCJ29","OUT017",1906.45082255601
"1690","FDZ27","OUT035",1960.45617144254
"1691","FDI40","OUT013",2816.66370637199
"1692","FDG22","OUT013",2649.56339978273
"1693","FDT51","OUT017",2540.51834357475
"1694","FDF20","OUT018",2347.91670820541
"1695","FDV50","OUT035",2687.24788694929
"1696","FDT02","OUT049",3186.72729695177
"1697","DRC49","OUT017",941.242549979591
"1698","FDF26","OUT049",1861.07525935864
"1699","FDV52","OUT035",1465.53147911542
"1700","FDX59","OUT049",645.687916332844
"1701","FDV25","OUT035",6304.15861042445
"1702","FDW23","OUT027",595.171512129468
"1703","FDE53","OUT018",2917.04131734572
"1704","FDA19","OUT017",2493.03265198922
"1705","FDH22","OUT046",2615.79393984359
"1706","NCO41","OUT013",3775.51599118547
"1707","FDX12","OUT017",6678.34460059158
"1708","FDF17","OUT013",2959.68872079795
"1709","FDS11","OUT045",8.34735318638394
"1710","FDR51","OUT035",2751.05062711159
"1711","FDT49","OUT010",5468.74352052884
"1712","FDC56","OUT013",620.793842137425
"1713","FDR13","OUT027",1660.37317977147
"1714","FDQ60","OUT035",1533.29308610471
"1715","FDN38","OUT049",3277.4807794344
"1716","NCL29","OUT013",162.86621464237
"1717","FDO13","OUT027",3066.44201174103
"1718","FDE26","OUT018",2291.10873712417
"1719","FDA31","OUT010",1058.32625981087
"1720","FDX14","OUT035",2257.0529864595
"1721","FDA34","OUT045",2219.1640619806
"1722","FDF26","OUT013",2335.73331810807
"1723","FDE38","OUT045",2438.87842053911
"1724","DRI11","OUT046",1431.17885807102
"1725","FDQ60","OUT027",4867.73347718869
"1726","FDL21","OUT027",756.581231482645
"1727","DRC12","OUT027",2492.95534603722
"1728","FDC47","OUT046",2450.11215598538
"1729","FDE57","OUT045",1258.22273842332
"1730","FDT14","OUT045",3959.84856406143
"1731","NCZ53","OUT046",3233.02080395134
"1732","FDE28","OUT018",1054.67954056768
"1733","FDR19","OUT035",3156.00034165328
"1734","NCF54","OUT019",1345.84439595416
"1735","FDZ08","OUT046",1129.9274584963
"1736","NCJ05","OUT018",2392.98412988777
"1737","FDF59","OUT046",1688.06067886584
"1738","NCO05","OUT035",3350.71578909692
"1739","FDW24","OUT018",830.74898131392
"1740","NCX42","OUT018",1585.38457127738
"1741","NCA53","OUT035",745.554186618067
"1742","FDI45","OUT019",846.506663219297
"1743","FDG46","OUT046",2492.22038777191
"1744","FDM20","OUT010",2084.68761330209
"1745","FDW11","OUT010",1457.10186427044
"1746","FDX08","OUT035",4213.7454128207
"1747","NCK17","OUT035",954.486237884995
"1748","FDK32","OUT018",1103.44662480725
"1749","NCA42","OUT035",2777.64429262486
"1750","DRI01","OUT035",3741.44818551618
"1751","NCL55","OUT049",3918.84441698361
"1752","DRE25","OUT018",4174.50366471973
"1753","FDD14","OUT017",0.558807147269998
"1754","FDB10","OUT046",1444.87361632565
"1755","DRN11","OUT035",328.993645671945
"1756","FDP38","OUT018",3358.08658606793
"1757","NCA30","OUT017",2890.1052272887
"1758","FDT15","OUT017",3858.14894696521
"1759","NCP55","OUT018",12.6473409923316
"1760","FDF12","OUT035",3955.90529387965
"1761","FDM21","OUT018",1118.51654673784
"1762","FDX56","OUT035",2290.53569756175
"1763","FDF10","OUT017",3012.40692974208
"1764","FDT32","OUT045",1694.90071632459
"1765","FDM51","OUT018",1440.01640148418
"1766","NCR50","OUT018",5444.57479918483
"1767","FDI19","OUT049",3072.90354504184
"1768","FDX21","OUT017",2959.68872079795
"1769","FDR31","OUT035",1932.06458856554
"1770","FDY02","OUT013",2458.30595940701
"1771","NCA29","OUT045",1090.84515831536
"1772","NCX17","OUT046",2878.83660941514
"1773","FDM12","OUT045",2771.7776358391
"1774","FDI53","OUT027",850.634577471653
"1775","NCU30","OUT049",3968.98125556048
"1776","FDC56","OUT027",2603.4011785733
"1777","FDK27","OUT018",371.885906369207
"1778","NCK18","OUT017",2972.78412077897
"1779","FDB52","OUT019",2658.07198493563
"1780","DRG25","OUT027",2791.10328904373
"1781","FDZ13","OUT049",2439.76907885057
"1782","FDB57","OUT019",2017.08342543012
"1783","FDR40","OUT046",1923.50984638744
"1784","NCO14","OUT019",2732.92864201294
"1785","NCN19","OUT045",2107.29731947912
"1786","FDQ28","OUT019",4165.67070260889
"1787","FDO13","OUT018",3601.89278291428
"1788","FDK48","OUT013",2829.90358033446
"1789","FDU07","OUT018",383.104664041214
"1790","FDW20","OUT046",361.735293403372
"1791","FDV12","OUT010",4685.48671333285
"1792","FDH24","OUT013",-150.114317032189
"1793","FDV59","OUT049",851.6437395
"1794","FDK57","OUT045",1156.94596528785
"1795","FDL16","OUT027",1996.69268971723
"1796","NCQ17","OUT046",977.728178073157
"1797","FDJ15","OUT018",983.872679271096
"1798","FDX24","OUT049",1607.84266033434
"1799","FDT47","OUT046",3010.4749208796
"1800","FDT10","OUT049",897.320962092066
"1801","FDZ37","OUT018",629.934379427618
"1802","FDW43","OUT027",2460.0884975261
"1803","DRN36","OUT017",3545.50862925064
"1804","FDJ14","OUT045",3205.35968654318
"1805","FDA32","OUT013",3420.84649261495
"1806","FDJ38","OUT019",544.312631272492
"1807","FDQ57","OUT017",1144.66694929178
"1808","NCQ41","OUT019",299.809161083284
"1809","FDG56","OUT049",1175.55946619745
"1810","DRC13","OUT027",3205.94185932657
"1811","FDV55","OUT035",2560.28681034914
"1812","FDQ49","OUT045",947.966466256122
"1813","FDE29","OUT010",1460.66025443669
"1814","FDR03","OUT013",4383.43377691486
"1815","FDD45","OUT049",-60.6188252310488
"1816","FDN38","OUT010",3499.48729952633
"1817","FDT56","OUT046",1278.77531902914
"1818","FDT48","OUT045",3196.69937090502
"1819","FDU03","OUT049",3267.01860907338
"1820","FDC56","OUT010",1965.28256196765
"1821","NCO43","OUT027",1798.2396768414
"1822","FDQ27","OUT017",3941.83081294849
"1823","FDR03","OUT046",2230.35288086002
"1824","DRH23","OUT010",2145.71062726412
"1825","FDG22","OUT045",557.138641850289
"1826","NCJ42","OUT013",4212.25248012395
"1827","FDR24","OUT046",1131.60357747106
"1828","FDW60","OUT035",482.512580998834
"1829","FDJ08","OUT013",2729.89177874828
"1830","DRL59","OUT018",191.936662870376
"1831","FDG60","OUT010",1273.49839570222
"1832","FDW27","OUT017",2466.22490368451
"1833","FDX14","OUT018",3784.41395631914
"1834","FDC20","OUT013",2084.97961697185
"1835","NCS29","OUT018",4381.19984300059
"1836","FDJ56","OUT046",3827.34370042515
"1837","FDB20","OUT019",3671.76310347449
"1838","FDL28","OUT027",2810.42969816827
"1839","FDW01","OUT018",2935.62734139753
"1840","FDL03","OUT046",624.943795027486
"1841","FDX22","OUT049",941.07511546691
"1842","FDJ21","OUT035",795.707571229027
"1843","FDR31","OUT045",2968.09068691453
"1844","FDG21","OUT035",2959.80945992614
"1845","FDS22","OUT027",1573.88027860292
"1846","FDK08","OUT035",88.0739144924053
"1847","FDE17","OUT018",717.943344478405
"1848","NCN30","OUT017",123.326887402401
"1849","FDT50","OUT046",3288.64432291341
"1850","NCX42","OUT049",1740.12743307678
"1851","FDJ12","OUT035",1865.98342473359
"1852","NCA18","OUT027",2231.57522841217
"1853","FDP23","OUT019",696.776602149944
"1854","FDX12","OUT013",2859.5268721474
"1855","FDN40","OUT018",401.743712775905
"1856","FDV48","OUT035",396.611251054782
"1857","NCY54","OUT013",1318.59525434906
"1858","FDL16","OUT010",832.007830598474
"1859","FDR45","OUT018",1298.11028996296
"1860","FDJ52","OUT046",5513.84845957221
"1861","DRG01","OUT017",792.195665761103
"1862","FDP52","OUT013",3976.12856276351
"1863","FDU58","OUT017",1896.10981104732
"1864","FDL02","OUT045",2065.82846660571
"1865","FDG28","OUT013",1877.74522761214
"1866","FDA19","OUT035",2707.34321640104
"1867","FDW46","OUT027",3347.06432001197
"1868","NCD43","OUT049",667.926498882902
"1869","DRG39","OUT013",3250.84361497115
"1870","NCF55","OUT049",1565.09365940111
"1871","FDJ07","OUT046",2033.4949213578
"1872","FDE08","OUT046",3044.85777387997
"1873","FDP56","OUT019",3259.77030573396
"1874","FDT45","OUT045",452.680861214858
"1875","FDF17","OUT018",2558.71026272134
"1876","FDX44","OUT046",1091.97652605997
"1877","FDM28","OUT027",2691.41812560815
"1878","FDI36","OUT049",2465.45159931701
"1879","FDS07","OUT045",1875.96138144264
"1880","FDD36","OUT045",4155.10427918406
"1881","FDW11","OUT046",445.556377497708
"1882","FDN40","OUT049",2914.23815401202
"1883","NCQ18","OUT049",3782.9171338017
"1884","NCQ54","OUT017",1052.49322467064
"1885","NCS42","OUT045",997.670826844889
"1886","DRH39","OUT010",1815.38703462671
"1887","FDC09","OUT027",3980.20117812912
"1888","FDT08","OUT010",491.006955809167
"1889","FDC08","OUT035",1725.54379899312
"1890","FDT20","OUT017",1533.29308610471
"1891","FDS35","OUT035",3681.26473081117
"1892","FDX58","OUT018",3746.28360551125
"1893","FDW58","OUT046",1950.48618752846
"1894","DRD27","OUT046",3100.6904836148
"1895","FDH32","OUT019",996.070042612742
"1896","FDS26","OUT035",3227.06274651683
"1897","FDQ31","OUT046",4040.93676135531
"1898","FDP11","OUT018",1001.57035469754
"1899","FDD58","OUT017",1924.71694645612
"1900","FDM33","OUT045",1781.21770559034
"1901","FDZ16","OUT049",3559.65819751384
"1902","NCS29","OUT010",4283.42867772924
"1903","NCM18","OUT019",6226.18483735909
"1904","FDP11","OUT049",4151.70609501123
"1905","NCC42","OUT017",3631.47291924519
"1906","DRM23","OUT046",2458.30595940701
"1907","NCN55","OUT027",3241.8978194844
"1908","FDK46","OUT013",1246.06663670566
"1909","FDR01","OUT046",3729.86234745632
"1910","NCA05","OUT045",3991.60534620298
"1911","NCP43","OUT017",1750.15307057497
"1912","FDR12","OUT010",872.279441839188
"1913","FDQ01","OUT013",1006.65038931616
"1914","FDM13","OUT046",5.93231320984408
"1915","FDQ19","OUT017",293.639156546847
"1916","FDK56","OUT019",3701.89841858677
"1917","NCX06","OUT010",1651.0525522583
"1918","FDO56","OUT027",2067.67429094143
"1919","FDU45","OUT045",805.750433012105
"1920","FDI16","OUT019",1436.17250341814
"1921","FDL32","OUT046",1356.00476952427
"1922","FDA07","OUT046",100.608649574134
"1923","FDA14","OUT045",3006.53989315526
"1924","FDV46","OUT027",2223.87801579679
"1925","NCO07","OUT035",4575.18267672425
"1926","NCP41","OUT046",3773.02529428828
"1927","FDY60","OUT018",3333.58166833625
"1928","FDN38","OUT017",1184.76101553791
"1929","FDO15","OUT046",2105.08619687634
"1930","FDT60","OUT013",2559.48332613705
"1931","FDA55","OUT035",2211.26185693184
"1932","FDE02","OUT010",2398.99490421407
"1933","DRJ39","OUT049",39.7949050685246
"1934","FDV34","OUT035",1658.04881329909
"1935","FDS20","OUT027",3509.78950997604
"1936","FDF02","OUT027",1489.14002881435
"1937","FDW40","OUT017",1666.78890306028
"1938","NCB43","OUT046",808.371259534614
"1939","FDR58","OUT017",1179.77479248691
"1940","DRJ59","OUT035",2147.45967585216
"1941","NCD30","OUT017",3180.39471881413
"1942","FDE14","OUT017",879.501113676056
"1943","FDC28","OUT018",3394.64105374996
"1944","FDU16","OUT018",1687.82057474283
"1945","NCD19","OUT035",3256.01174234532
"1946","FDU21","OUT046",2714.20342429797
"1947","FDV59","OUT027",2696.35122379467
"1948","FDU03","OUT045",1688.32357001678
"1949","FDC33","OUT010",2117.833735352
"1950","NCR42","OUT035",3744.06136077528
"1951","DRH59","OUT035",3277.8254107505
"1952","NCM31","OUT035",438.793901391355
"1953","FDS50","OUT035",1297.72049727744
"1954","FDP39","OUT046",3854.20496578066
"1955","FDQ55","OUT013",4251.91108843013
"1956","FDV36","OUT019",1743.24861854135
"1957","FDI05","OUT027",1603.10691769205
"1958","FDS45","OUT027",3199.00927201805
"1959","FDA39","OUT045",1756.33793185059
"1960","FDC37","OUT010",1025.60161892411
"1961","FDJ60","OUT027",3243.99119326744
"1962","DRQ35","OUT046",4458.43152121075
"1963","NCJ06","OUT046",318.484441483977
"1964","NCY42","OUT018",1745.18132349314
"1965","DRM37","OUT049",3716.88196142349
"1966","FDR14","OUT045",1247.12261743687
"1967","FDE51","OUT049",-50.3198032073781
"1968","FDT33","OUT017",3607.90059240466
"1969","FDR08","OUT013",3195.83452005561
"1970","FDE36","OUT010",2599.61072298478
"1971","FDL22","OUT019",5285.57173581041
"1972","FDR44","OUT013",3838.56062676711
"1973","FDI56","OUT019",1343.96217626789
"1974","FDE47","OUT010",1974.26040396039
"1975","FDV27","OUT010",2905.39597013644
"1976","FDV10","OUT049",3002.91294183674
"1977","FDC40","OUT045",487.732811437739
"1978","NCX41","OUT013",3076.54865328244
"1979","NCQ38","OUT027",960.240760755917
"1980","FDV12","OUT027",1033.16335368416
"1981","FDE52","OUT017",4060.5808656005
"1982","FDG20","OUT027",2349.94913735045
"1983","FDV16","OUT027",1585.12095712898
"1984","FDI32","OUT017",1745.0782073598
"1985","FDJ32","OUT049",3781.87074657646
"1986","FDN39","OUT018",3173.95111870219
"1987","FDY34","OUT017",2382.24439017974
"1988","FDC14","OUT035",5094.48036219395
"1989","FDA55","OUT017",390.889308404638
"1990","FDZ50","OUT010",1530.54308947526
"1991","DRG13","OUT049",-12.9624185103754
"1992","FDP01","OUT013",2917.54953411206
"1993","NCG54","OUT017",1552.42007668688
"1994","FDM13","OUT045",4325.18122676187
"1995","NCO18","OUT027",2267.44778892154
"1996","NCW41","OUT013",1074.6340121761
"1997","FDM52","OUT027",4424.60736749951
"1998","NCF55","OUT035",1324.73818168999
"1999","FDT09","OUT046",6772.5808759328
"2000","NCM19","OUT035",1649.06447200261
"2001","FDW12","OUT018",1145.05373060435
"2002","FDP15","OUT019",2025.80365257703
"2003","FDK36","OUT045",2820.58074334591
"2004","FDZ25","OUT035",1091.03011454375
"2005","NCW06","OUT049",3367.70702205215
"2006","FDW60","OUT046",1669.22984624663
"2007","DRC49","OUT013",2091.52357233158
"2008","NCT17","OUT035",3649.86494913349
"2009","NCN06","OUT018",3174.39036572187
"2010","FDC45","OUT013",5648.37217182011
"2011","DRJ47","OUT019",820.5641462795
"2012","NCF06","OUT045",1136.24300743584
"2013","FDE21","OUT010",1345.20340291384
"2014","DRG27","OUT013",1883.14269205127
"2015","FDW40","OUT049",281.82432473357
"2016","NCO53","OUT046",146.905029218211
"2017","FDE23","OUT049",1889.17693130645
"2018","FDQ16","OUT046",782.862010237503
"2019","FDS26","OUT045",823.021943443331
"2020","FDZ13","OUT010",4976.72723479665
"2021","FDS14","OUT049",2368.91134629284
"2022","FDC10","OUT045",44.1221573157337
"2023","FDY16","OUT049",1315.84068139187
"2024","FDJ20","OUT035",2921.2729320918
"2025","FDV43","OUT035",2454.30658003583
"2026","FDZ32","OUT027",3812.14374162304
"2027","FDR23","OUT046",3264.25281817937
"2028","FDN24","OUT035",1556.99847911749
"2029","FDE34","OUT027",2965.20174003421
"2030","FDU31","OUT013",1078.45930731311
"2031","FDW33","OUT018",1462.84513363779
"2032","FDU26","OUT046",3060.31923415693
"2033","FDE20","OUT027",2688.81820146853
"2034","NCW05","OUT035",1374.32857082299
"2035","FDB22","OUT018",904.292952368096
"2036","FDO56","OUT046",905.416314303523
"2037","FDA19","OUT027",2719.14459583199
"2038","DRI39","OUT045",1885.71934979628
"2039","FDH52","OUT018",2932.12941507286
"2040","FDZ50","OUT035",388.599299694871
"2041","NCN42","OUT035",4024.46089037057
"2042","FDB53","OUT013",890.246953083832
"2043","DRG11","OUT017",1686.81468422982
"2044","DRK11","OUT027",1706.55967105195
"2045","FDQ60","OUT017",709.856793453016
"2046","FDT36","OUT017",2773.54530485806
"2047","DRG25","OUT018",2920.3021823414
"2048","DRJ23","OUT046",1042.79359065035
"2049","FDG05","OUT035",801.617828185899
"2050","NCK06","OUT018",2822.59817102037
"2051","FDU52","OUT017",2547.9625441377
"2052","FDW07","OUT018",3232.21230820787
"2053","NCM17","OUT045",995.867114479342
"2054","FDA22","OUT045",1748.93759400322
"2055","NCA41","OUT018",4271.46486901622
"2056","FDF38","OUT035",-288.580065461467
"2057","FDH52","OUT046",2579.92096507183
"2058","FDY58","OUT019",3137.81726280963
"2059","FDZ16","OUT045",1257.20481835391
"2060","NCM18","OUT017",3585.07788935295
"2061","FDA22","OUT018",1924.80799054639
"2062","NCJ43","OUT035",1910.67743900119
"2063","FDI34","OUT027",12.6473409923316
"2064","FDG56","OUT046",1760.23565556688
"2065","FDS34","OUT046",1193.83090597215
"2066","DRC01","OUT035",1139.97459376835
"2067","FDQ04","OUT035",1378.19128293932
"2068","FDK04","OUT035",2340.23459929732
"2069","FDT51","OUT049",2066.54913130888
"2070","FDV26","OUT017",1530.63514457313
"2071","FDS04","OUT049",1282.84205682515
"2072","FDW43","OUT018",1524.70235489205
"2073","FDQ28","OUT010",2857.86545942978
"2074","NCK06","OUT017",3503.45288151914
"2075","FDS23","OUT018",1007.23970626045
"2076","FDZ36","OUT019",1502.20397748043
"2077","FDE56","OUT018",1618.07303633576
"2078","FDW10","OUT027",3357.94925603238
"2079","NCN14","OUT045",1367.42573736693
"2080","NCQ18","OUT045",475.491977957408
"2081","FDW08","OUT017",3344.155425164
"2082","FDU43","OUT035",737.516350342481
"2083","FDR33","OUT010",3179.02806013705
"2084","FDM24","OUT010",2956.32099573854
"2085","NCZ05","OUT046",5053.03392768014
"2086","NCV41","OUT035",3132.00291093446
"2087","FDV11","OUT018",738.201364121345
"2088","NCY05","OUT035",1894.78080547254
"2089","FDV44","OUT018",-26.9356919478438
"2090","FDW32","OUT049",2586.2821017673
"2091","NCU18","OUT027",1075.47111621274
"2092","NCC43","OUT035",3459.95196174757
"2093","FDW19","OUT013",1010.81049953798
"2094","FDN31","OUT035",1546.51599475362
"2095","FDI48","OUT045",2320.14117509496
"2096","FDS24","OUT017",1710.45081768175
"2097","FDF46","OUT049",667.784108537315
"2098","DRG23","OUT017",1484.74173395281
"2099","FDG14","OUT018",2806.64443286083
"2100","NCY30","OUT049",2228.75109198431
"2101","FDO28","OUT018",3352.07673717082
"2102","DRD24","OUT035",2541.32501913513
"2103","FDI33","OUT049",460.021371989054
"2104","FDN32","OUT046",4049.34850963458
"2105","FDR16","OUT045",1753.02798569777
"2106","FDF26","OUT046",2931.36793680659
"2107","NCN29","OUT018",1807.83895376332
"2108","FDE20","OUT045",3137.61154277063
"2109","FDA46","OUT046",2818.54025767314
"2110","FDU28","OUT045",7172.42581450132
"2111","FDQ48","OUT045",1211.98403315455
"2112","FDV36","OUT013",3862.42421287517
"2113","FDR14","OUT018",3309.90708281082
"2114","FDP23","OUT017",2211.72804060752
"2115","FDP56","OUT013",2966.18638262577
"2116","FDK48","OUT010",1039.28618221434
"2117","FDR48","OUT046",3712.58018643782
"2118","NCY29","OUT049",2091.64419033468
"2119","FDM22","OUT018",2788.23748820709
"2120","DRJ01","OUT013",383.688755334955
"2121","FDZ43","OUT045",1312.61651130412
"2122","FDV03","OUT035",2778.63404791082
"2123","FDX11","OUT027",1006.96463404187
"2124","NCA41","OUT027",974.669073827449
"2125","FDE38","OUT017",65.521047811872
"2126","FDI27","OUT018",1485.22397725882
"2127","FDN32","OUT013",2762.74700106053
"2128","NCN43","OUT017",2644.00940125776
"2129","FDB47","OUT027",2825.70549505474
"2130","FDV03","OUT017",888.159498799465
"2131","NCN30","OUT045",1939.15409993588
"2132","NCV54","OUT010",184.251144939923
"2133","FDV07","OUT013",4989.75409432769
"2134","FDP07","OUT049",2470.48981888523
"2135","FDK48","OUT018",1720.26551531616
"2136","FDM15","OUT019",704.198085314644
"2137","FDY19","OUT027",743.480445007105
"2138","FDK46","OUT046",1345.64631146263
"2139","FDY11","OUT045",1119.65446909087
"2140","FDH09","OUT046",948.889628349866
"2141","FDO08","OUT027",723.71427525542
"2142","FDU14","OUT013",5385.53969699174
"2143","FDD22","OUT027",1365.51968214865
"2144","FDM27","OUT017",1076.12813227562
"2145","FDL02","OUT027",870.71587192227
"2146","NCA17","OUT035",2779.99074597831
"2147","FDE38","OUT019",1309.25688133101
"2148","NCG07","OUT049",2624.89905583707
"2149","DRC27","OUT013",2400.70779218065
"2150","FDA27","OUT035",1170.02741146276
"2151","FDW40","OUT045",1708.72320087509
"2152","DRI11","OUT013",2789.45078885236
"2153","FDN50","OUT046",2046.5072428901
"2154","FDR12","OUT046",987.926632963712
"2155","FDT34","OUT027",3547.96498407447
"2156","FDW11","OUT035",3387.2954512253
"2157","NCO30","OUT027",1427.9167655595
"2158","FDZ34","OUT017",810.311376617197
"2159","FDU45","OUT017",1477.44741454168
"2160","NCD42","OUT035",370.297600615005
